index,id,order_num,code,code_name,rate,purchase_rate,purchase_price,present_price,valuation_price,valuation_profit,holding_amount,buy_date,item_total_purchase,chegyul_check,reinvest_count,reinvest_date,invest_unit,reinvest_unit,sell_date,sell_price,sell_rate,rate_std,rate_std_mod_val,rate_std_htr,rate_htr,rate_std_mod_val_htr,yes_close,close,d1_diff_rate,d1_diff,open,high,low,volume,clo5,clo10,clo20,clo40,clo60,clo80,clo100,clo120,clo5_diff_rate,clo10_diff_rate,clo20_diff_rate,clo40_diff_rate,clo60_diff_rate,clo80_diff_rate,clo100_diff_rate,clo120_diff_rate
0,0.0,0,095720,웅진씽크빅,-10.27,0.79,3195,2875,8970536,-1026619,3129,202201040905,9997155,0,0,0,10000000,0,202201270914,2875,-10.27,0,0,0,0,0,3170,2900,0.0,0,2900,2975,2895,233141,2987,3091,3150,3155,3249,3273,3329,3390,-0.88,-0.52,-0.23,-3.59,-4.42,-5.38,-7.19,-9.96
0,0.0,0,009160,SIMPAC,-10.1,1.54,6600,5950,8988862,-1010138,1515,202201040927,9999000,0,0,0,10000000,0,202201180906,5950,-10.1,0,0,0,0,0,6500,6040,-2.58,0,6000,6200,5980,97176,6174,6235,6353,6531,6804,7253,7332,7202,0.34,0.45,-2.21,-3.52,-9.78,-13.36,-11.3,-9.5
0,0.0,0,064800,젬백스링크,-10.17,2.32,1765,1590,8981981,-1016744,5665,202201040930,9998725,0,0,0,10000000,0,202201170940,1590,-10.17,0,0,0,0,0,1725,1615,-3.0,0,1650,1675,1605,1333233,1677,1696,1682,1707,1670,1637,1646,1669,2.07,3.02,2.22,2.32,4.84,5.3,4.19,2.6
0,0.0,0,002320,한진,-10.15,0.83,30300,27300,8983626,-1015374,330,202201040935,9999000,0,0,0,10000000,0,202201251006,27300,-10.15,0,0,0,0,0,30050,28000,-4.11,0,28000,29000,27900,64600,29380,30315,30877,30348,30974,31978,33335,34459,-0.99,-0.23,-0.17,-1.71,-5.89,-10.02,-13.25,-16.08
0,0.0,0,014830,유니드,-10.25,3.0,119047,107143,8974662,-1025286,84,202201040938,9999948,0,0,0,10000000,0,202201240930,107143,-10.25,0,0,0,0,0,115580,110494,-3.53,0,110263,113731,109570,48500,112459,116678,118290,118547,122200,128737,135381,135837,-0.6,-0.12,-2.11,-4.7,-10.34,-15.36,-16.34,-13.78
0,0.0,0,151860,KG ETS,-10.05,0.68,14800,13350,8985872,-1004128,675,202201040938,9990000,0,0,0,10000000,0,202201190901,13350,-10.05,0,0,0,0,0,14700,13600,-1.45,0,13400,14050,13550,183181,14040,14285,14605,14915,14915,15052,15530,16246,-0.27,-1.61,-3.19,-3.18,-2.44,-4.52,-8.42,-12.85
0,0.0,0,033500,동성화인텍,-10.08,1.74,11700,10550,8984326,-1007474,854,202201041348,9991800,0,0,0,10000000,0,202201191409,10550,-10.08,0,0,0,0,0,11500,10750,-2.71,0,10500,11100,10650,212249,11390,11755,11662,11368,11553,11588,11502,11550,-0.69,-0.22,-0.11,1.76,-0.48,-0.37,0.41,-1.06
0,0.0,0,100790,미래에셋벤처투자,-2.0,1.12,8120,7980,9795849,-199871,1231,202201041509,9995720,0,0,0,10000000,0,202202040900,7980,-2.0,0,0,0,0,0,8030,8030,2.55,0,8000,8150,7820,246253,7890,7982,7983,7990,8013,7989,8151,8198,0.32,1.14,0.4,0.01,0.48,-1.99,-2.56,-2.37
0,0.0,0,251970,펌텍코리아,-10.28,1.5,16950,15250,8956950,-1026600,589,202201050902,9983550,0,0,0,10000000,0,202201121347,15250,-10.28,0,0,0,0,0,16700,15600,-4.88,0,15650,16300,15300,102402,16440,16800,17157,17742,18895,20204,21550,22122,-2.68,-3.19,-4.92,-7.87,-13.85,-20.14,-24.52,-25.48
0,0.0,0,082640,동양생명,-10.0,1.35,6770,6110,8999055,-1000235,1477,202201050911,9999290,0,0,0,10000000,0,202201181148,6110,-10.0,0,0,0,0,0,6680,6120,-6.42,0,6150,6610,6120,287545,6552,6633,6735,6885,6900,6996,6786,6559,-0.6,-1.88,-3.77,-4.05,-4.85,-4.36,0.09,3.19
